ID,Product ID,Category,Subcategory,Brand,Product / Label,Style / Age / Flavour,Country / Region,Bottle Size,Size (ml),Notes
3040,351,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rich Rosé,Rich Rosé,France,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3041,351,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rich Rosé,Rich Rosé,France,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3042,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3043,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3044,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3045,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3046,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3047,352,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Rosé,Rosé,France,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3048,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3049,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3050,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3051,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3052,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3053,353,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Vintage,Vintage,France,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3054,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3055,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3056,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3057,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3058,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3059,354,Champagne / Sparkling Wine,Champagne,Veuve Clicquot,Veuve Clicquot Yellow Label Brut,Yellow Label Brut,France,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3060,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3061,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3062,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3063,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3064,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3065,355,Champagne / Sparkling Wine,Sparkling Wine,André,André Blush,Blush,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3066,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3067,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3068,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3069,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3070,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3071,356,Champagne / Sparkling Wine,Sparkling Wine,André,André Brut,Brut,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3072,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3073,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3074,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3075,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3076,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3077,357,Champagne / Sparkling Wine,Sparkling Wine,André,André Extra Dry,Extra Dry,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3078,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3079,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3080,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3081,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3082,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3083,358,Champagne / Sparkling Wine,Sparkling Wine,André,André Peach Moscato,Peach Moscato,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3084,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3085,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3086,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3087,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3088,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3089,359,Champagne / Sparkling Wine,Sparkling Wine,André,André Pink Moscato,Pink Moscato,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3090,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3091,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3092,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3093,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3094,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3095,360,Champagne / Sparkling Wine,Sparkling Wine,André,André Spumante,Spumante,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3096,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3097,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3098,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3099,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3100,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3101,361,Champagne / Sparkling Wine,Sparkling Wine,André,André Strawberry Moscato,Strawberry Moscato,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3102,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3103,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3104,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3105,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3106,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3107,362,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Blanc de Pinot Noir,Blanc de Pinot Noir,United States / Argentina,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3108,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3109,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3110,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3111,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3112,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3113,363,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Brut,Brut,United States / Argentina,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3114,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3115,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3116,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3117,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3118,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3119,364,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Delice,Delice,United States / Argentina,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3120,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3121,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3122,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3123,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3124,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3125,365,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Garden Spritz,Garden Spritz,United States / Argentina,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3126,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3127,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3128,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3129,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3130,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3131,366,Champagne / Sparkling Wine,Sparkling Wine,Chandon,Chandon Rosé,Rosé,United States / Argentina,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3132,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3133,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3134,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3135,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3136,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3137,367,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Brut,Brut,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3138,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3139,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3140,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3141,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3142,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3143,368,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Extra Dry,Extra Dry,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3144,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3145,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3146,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3147,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3148,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3149,369,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Spumante,Spumante,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3150,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3151,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3152,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3153,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3154,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3155,370,Champagne / Sparkling Wine,Sparkling Wine,Cook's,Cook's Sweet Rosé,Sweet Rosé,United States,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3156,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3157,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3158,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3159,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3160,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3161,371,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Carta Nevada,Carta Nevada,Spain,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3162,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3163,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3164,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3165,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3166,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3167,372,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Negro Brut,Cordon Negro Brut,Spain,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3168,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3169,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3170,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3171,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3172,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3173,373,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Cordon Rosado,Cordon Rosado,Spain,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3174,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3175,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3176,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3177,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3178,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3179,374,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Cuvée,Ice Cuvée,Spain,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3180,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3181,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3182,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3183,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,750 ml,750,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3184,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,1.5 L,1500,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3185,375,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Ice Rosé,Ice Rosé,Spain,3 L,3000,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3186,376,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Italian Rosé,Italian Rosé,Spain,187 ml,187,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3187,376,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Italian Rosé,Italian Rosé,Spain,200 ml,200,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
3188,376,Champagne / Sparkling Wine,Sparkling Wine,Freixenet,Freixenet Italian Rosé,Italian Rosé,Spain,375 ml,375,Availability and exact bottle size vary by country and distributor; verify against supplier catalogue.
